Tag;FormatedTag;Group;Element;VR;Name
00221131;(0022,1131);0022;1131;FL;Anterior Chamber Depth
00221132;(0022,1132);0022;1132;SQ;Source of Lens Thickness Data Code Sequence
00221133;(0022,1133);0022;1133;SQ;Source of Anterior Chamber Depth Data Code Sequence
00221134;(0022,1134);0022;1134;SQ;Source of Refractive Measurements Sequence
00221135;(0022,1135);0022;1135;SQ;Source of Refractive Measurements Code Sequence
00221140;(0022,1140);0022;1140;CS;Ophthalmic Axial Length Measurement Modified
00221150;(0022,1150);0022;1150;SQ;Ophthalmic Axial Length Data Source Code Sequence
00221155;(0022,1155);0022;1155;FL;Signal to Noise Ratio
00221159;(0022,1159);0022;1159;LO;Ophthalmic Axial Length Data Source Description
00221210;(0022,1210);0022;1210;SQ;Ophthalmic Axial Length Measurements Total Length Sequence
00221211;(0022,1211);0022;1211;SQ;Ophthalmic Axial Length Measurements Segmental Length Sequence
00221212;(0022,1212);0022;1212;SQ;Ophthalmic Axial Length Measurements Length Summation Sequence
00221220;(0022,1220);0022;1220;SQ;Ultrasound Ophthalmic Axial Length Measurements Sequence
00221225;(0022,1225);0022;1225;SQ;Optical Ophthalmic Axial Length Measurements Sequence
00221230;(0022,1230);0022;1230;SQ;Ultrasound Selected Ophthalmic Axial Length Sequence
00221250;(0022,1250);0022;1250;SQ;Ophthalmic Axial Length Selection Method Code Sequence
00221255;(0022,1255);0022;1255;SQ;Optical Selected Ophthalmic Axial Length Sequence
00221257;(0022,1257);0022;1257;SQ;Selected Segmental Ophthalmic Axial Length Sequence
00221260;(0022,1260);0022;1260;SQ;Selected Total Ophthalmic Axial Length Sequence
00221262;(0022,1262);0022;1262;SQ;Ophthalmic Axial Length Quality Metric Sequence
00221300;(0022,1300);0022;1300;SQ;Intraocular Lens Calculations Right Eye Sequence
00221310;(0022,1310);0022;1310;SQ;Intraocular Lens Calculations Left Eye Sequence
00221330;(0022,1330);0022;1330;SQ;Referenced Ophthalmic Axial Length Measurement QC Image Sequence
00221415;(0022,1415);0022;1415;CS;Ophthalmic Mapping Device Type
00221420;(0022,1420);0022;1420;SQ;Acquisition Method Code Sequence
00221423;(0022,1423);0022;1423;SQ;Acquisition Method Algorithm Sequence
00221436;(0022,1436);0022;1436;SQ;Ophthalmic Thickness Map Type Code Sequence
00221443;(0022,1443);0022;1443;SQ;Ophthalmic Thickness Mapping Normals Sequence
00221445;(0022,1445);0022;1445;SQ;Retinal Thickness Definition Code Sequence
00221450;(0022,1450);0022;1450;SQ;Pixel Value Mapping to Coded Concept Sequence
00221452;(0022,1452);0022;1452;USorSS;Mapped Pixel Value
00221454;(0022,1454);0022;1454;LO;Pixel Value Mapping Explanation
00221458;(0022,1458);0022;1458;SQ;Ophthalmic Thickness Map Quality Threshold Sequence
00221460;(0022,1460);0022;1460;FL;Ophthalmic Thickness Map Threshold Quality Rating
00221463;(0022,1463);0022;1463;FL;Anatomic Structure Reference Point
00221465;(0022,1465);0022;1465;SQ;Registration to Localizer Sequence
00221466;(0022,1466);0022;1466;CS;Registered Localizer Units
00221467;(0022,1467);0022;1467;FL;Registered Localizer Top Left Hand Corner
00221468;(0022,1468);0022;1468;FL;Registered Localizer Bottom Right Hand Corner
00221470;(0022,1470);0022;1470;SQ;Ophthalmic Thickness Map Quality Rating Sequence
00221472;(0022,1472);0022;1472;SQ;Relevant OPT Attributes Sequence
00221512;(0022,1512);0022;1512;SQ;Transformation Method Code Sequence
00221513;(0022,1513);0022;1513;SQ;Transformation Algorithm Sequence
00221515;(0022,1515);0022;1515;CS;Ophthalmic Axial Length Method
00221517;(0022,1517);0022;1517;FL;Ophthalmic FOV
00221518;(0022,1518);0022;1518;SQ;Two Dimensional to Three Dimensional Map Sequence
00221525;(0022,1525);0022;1525;SQ;Wide Field Ophthalmic Photography Quality Rating Sequence
00221526;(0022,1526);0022;1526;SQ;Wide Field Ophthalmic Photography Quality Threshold Sequence
00221527;(0022,1527);0022;1527;FL;Wide Field Ophthalmic Photography Threshold Quality Rating
00221528;(0022,1528);0022;1528;FL;X Coordinates Center Pixel View Angle
00221529;(0022,1529);0022;1529;FL;Y Coordinates Center Pixel View Angle
00221530;(0022,1530);0022;1530;UL;Number of Map Points
00221531;(0022,1531);0022;1531;OF;Two Dimensional to Three Dimensional Map Data
00240010;(0024,0010);0024;0010;FL;Visual Field Horizontal Extent
00240011;(0024,0011);0024;0011;FL;Visual Field Vertical Extent
00240012;(0024,0012);0024;0012;CS;Visual Field Shape
00240016;(0024,0016);0024;0016;SQ;Screening Test Mode Code Sequence
00240018;(0024,0018);0024;0018;FL;Maximum Stimulus Luminance
00240020;(0024,0020);0024;0020;FL;Background Luminance
00240021;(0024,0021);0024;0021;SQ;Stimulus Color Code Sequence
00240024;(0024,0024);0024;0024;SQ;Background Illumination Color Code Sequence
00240025;(0024,0025);0024;0025;FL;Stimulus Area
00240028;(0024,0028);0024;0028;FL;Stimulus Presentation Time
00240032;(0024,0032);0024;0032;SQ;Fixation Sequence
00240033;(0024,0033);0024;0033;SQ;Fixation Monitoring Code Sequence
00240034;(0024,0034);0024;0034;SQ;Visual Field Catch Trial Sequence
00240035;(0024,0035);0024;0035;US;Fixation Checked Quantity
00240036;(0024,0036);0024;0036;US;Patient Not Properly Fixated Quantity
00240037;(0024,0037);0024;0037;CS;Presented Visual Stimuli Data Flag
00240038;(0024,0038);0024;0038;US;Number of Visual Stimuli
00240039;(0024,0039);0024;0039;CS;Excessive Fixation Losses Data Flag
00240040;(0024,0040);0024;0040;CS;Excessive Fixation Losses
00240042;(0024,0042);0024;0042;US;Stimuli Retesting Quantity
00240044;(0024,0044);0024;0044;LT;Comments on Patient's Performance of Visual Field
00240045;(0024,0045);0024;0045;CS;False Negatives Estimate Flag
00240046;(0024,0046);0024;0046;FL;False Negatives Estimate
00240048;(0024,0048);0024;0048;US;Negative Catch Trials Quantity
00240050;(0024,0050);0024;0050;US;False Negatives Quantity
00240051;(0024,0051);0024;0051;CS;Excessive False Negatives Data Flag
00240052;(0024,0052);0024;0052;CS;Excessive False Negatives
00240053;(0024,0053);0024;0053;CS;False Positives Estimate Flag
00240054;(0024,0054);0024;0054;FL;False Positives Estimate
00240055;(0024,0055);0024;0055;CS;Catch Trials Data Flag
00240056;(0024,0056);0024;0056;US;Positive Catch Trials Quantity
00240057;(0024,0057);0024;0057;CS;Test Point Normals Data Flag
00240058;(0024,0058);0024;0058;SQ;Test Point Normals Sequence
00240059;(0024,0059);0024;0059;CS;Global Deviation Probability Normals Flag
00240060;(0024,0060);0024;0060;US;False Positives Quantity
00240061;(0024,0061);0024;0061;CS;Excessive False Positives Data Flag
00240062;(0024,0062);0024;0062;CS;Excessive False Positives
00240063;(0024,0063);0024;0063;CS;Visual Field Test Normals Flag
00240064;(0024,0064);0024;0064;SQ;Results Normals Sequence
00240065;(0024,0065);0024;0065;SQ;Age Corrected Sensitivity Deviation Algorithm Sequence
00240066;(0024,0066);0024;0066;FL;Global Deviation From Normal
00240067;(0024,0067);0024;0067;SQ;Generalized Defect Sensitivity Deviation Algorithm Sequence
00240068;(0024,0068);0024;0068;FL;Localized Deviation From Normal
00240069;(0024,0069);0024;0069;LO;Patient Reliability Indicator
00240070;(0024,0070);0024;0070;FL;Visual Field Mean Sensitivity
00240071;(0024,0071);0024;0071;FL;Global Deviation Probability
00240072;(0024,0072);0024;0072;CS;Local Deviation Probability Normals Flag
00240073;(0024,0073);0024;0073;FL;Localized Deviation Probability
00240074;(0024,0074);0024;0074;CS;Short Term Fluctuation Calculated
00240075;(0024,0075);0024;0075;FL;Short Term Fluctuation
00240076;(0024,0076);0024;0076;CS;Short Term Fluctuation Probability Calculated
00240077;(0024,0077);0024;0077;FL;Short Term Fluctuation Probability
00240078;(0024,0078);0024;0078;CS;Corrected Localized Deviation From Normal Calculated
00240079;(0024,0079);0024;0079;FL;Corrected Localized Deviation From Normal
00240080;(0024,0080);0024;0080;CS;Corrected Localized Deviation From Normal Probability Calculated
00240081;(0024,0081);0024;0081;FL;Corrected Localized Deviation From Normal Probability
00240083;(0024,0083);0024;0083;SQ;Global Deviation Probability Sequence
00240085;(0024,0085);0024;0085;SQ;Localized Deviation Probability Sequence
00240086;(0024,0086);0024;0086;CS;Foveal Sensitivity Measured
00240087;(0024,0087);0024;0087;FL;Foveal Sensitivity
00240088;(0024,0088);0024;0088;FL;Visual Field Test Duration
00240089;(0024,0089);0024;0089;SQ;Visual Field Test Point Sequence
00240090;(0024,0090);0024;0090;FL;Visual Field Test Point X-Coordinate
00240091;(0024,0091);0024;0091;FL;Visual Field Test Point Y-Coordinate
00240092;(0024,0092);0024;0092;FL;Age Corrected Sensitivity Deviation Value
00240093;(0024,0093);0024;0093;CS;Stimulus Results
00240094;(0024,0094);0024;0094;FL;Sensitivity Value
00240095;(0024,0095);0024;0095;CS;Retest Stimulus Seen
00240096;(0024,0096);0024;0096;FL;Retest Sensitivity Value
00240097;(0024,0097);0024;0097;SQ;Visual Field Test Point Normals Sequence
00240098;(0024,0098);0024;0098;FL;Quantified Defect
00240100;(0024,0100);0024;0100;FL;Age Corrected Sensitivity Deviation Probability Value
00240102;(0024,0102);0024;0102;CS;Generalized Defect Corrected Sensitivity Deviation Flag
00240103;(0024,0103);0024;0103;FL;Generalized Defect Corrected Sensitivity Deviation Value
00240104;(0024,0104);0024;0104;FL;Generalized Defect Corrected Sensitivity Deviation Probability Value
00240105;(0024,0105);0024;0105;FL;Minimum Sensitivity Value
00240106;(0024,0106);0024;0106;CS;Blind Spot Localized
00240107;(0024,0107);0024;0107;FL;Blind Spot X-Coordinate
00240108;(0024,0108);0024;0108;FL;Blind Spot Y-Coordinate
00240110;(0024,0110);0024;0110;SQ;Visual Acuity Measurement Sequence
00240112;(0024,0112);0024;0112;SQ;Refractive Parameters Used on Patient Sequence
00240113;(0024,0113);0024;0113;CS;Measurement Laterality
00240114;(0024,0114);0024;0114;SQ;Ophthalmic Patient Clinical Information Left Eye Sequence
00240115;(0024,0115);0024;0115;SQ;Ophthalmic Patient Clinical Information Right Eye Sequence
00240117;(0024,0117);0024;0117;CS;Foveal Point Normative Data Flag
00240118;(0024,0118);0024;0118;FL;Foveal Point Probability Value
00240120;(0024,0120);0024;0120;CS;Screening Baseline Measured
00240122;(0024,0122);0024;0122;SQ;Screening Baseline Measured Sequence
00240124;(0024,0124);0024;0124;CS;Screening Baseline Type
00240126;(0024,0126);0024;0126;FL;Screening Baseline Value
00240202;(0024,0202);0024;0202;LO;Algorithm Source
00240306;(0024,0306);0024;0306;LO;Data Set Name
00240307;(0024,0307);0024;0307;LO;Data Set Version
00240308;(0024,0308);0024;0308;LO;Data Set Source
00240309;(0024,0309);0024;0309;LO;Data Set Description
00240317;(0024,0317);0024;0317;SQ;Visual Field Test Reliability Global Index Sequence
00240320;(0024,0320);0024;0320;SQ;Visual Field Global Results Index Sequence
00240325;(0024,0325);0024;0325;SQ;Data Observation Sequence
00240338;(0024,0338);0024;0338;CS;Index Normals Flag
00240341;(0024,0341);0024;0341;FL;Index Probability
00240344;(0024,0344);0024;0344;SQ;Index Probability Sequence
00280002;(0028,0002);0028;0002;US;Samples per Pixel
00280003;(0028,0003);0028;0003;US;Samples per Pixel Used
00280004;(0028,0004);0028;0004;CS;Photometric Interpretation
00280006;(0028,0006);0028;0006;US;Planar Configuration
00280008;(0028,0008);0028;0008;IS;Number of Frames
00280009;(0028,0009);0028;0009;AT;Frame Increment Pointer
0028000A;(0028,000A);0028;000A;AT;Frame Dimension Pointer
00280010;(0028,0010);0028;0010;US;Rows
00280011;(0028,0011);0028;0011;US;Columns
00280014;(0028,0014);0028;0014;US;Ultrasound Color Data Present
00280030;(0028,0030);0028;0030;DS;Pixel Spacing
00280031;(0028,0031);0028;0031;DS;Zoom Factor
00280032;(0028,0032);0028;0032;DS;Zoom Center
00280034;(0028,0034);0028;0034;IS;Pixel Aspect Ratio
00280051;(0028,0051);0028;0051;CS;Corrected Image
00280100;(0028,0100);0028;0100;US;Bits Allocated
00280101;(0028,0101);0028;0101;US;Bits Stored
00280102;(0028,0102);0028;0102;US;High Bit
00280103;(0028,0103);0028;0103;US;Pixel Representation
00280106;(0028,0106);0028;0106;USorSS;Smallest Image Pixel Value
00280107;(0028,0107);0028;0107;USorSS;Largest Image Pixel Value
00280108;(0028,0108);0028;0108;USorSS;Smallest Pixel Value in Series
00280109;(0028,0109);0028;0109;USorSS;Largest Pixel Value in Series
00280120;(0028,0120);0028;0120;USorSS;Pixel Padding Value
00280121;(0028,0121);0028;0121;USorSS;Pixel Padding Range Limit
00280122;(0028,0122);0028;0122;FL;Float Pixel Padding Value
00280123;(0028,0123);0028;0123;FD;Double Float Pixel Padding Value
00280124;(0028,0124);0028;0124;FL;Float Pixel Padding Range Limit
00280125;(0028,0125);0028;0125;FD;Double Float Pixel Padding Range Limit
00280300;(0028,0300);0028;0300;CS;Quality Control Image
00280301;(0028,0301);0028;0301;CS;Burned In Annotation
00280302;(0028,0302);0028;0302;CS;Recognizable Visual Features
00280303;(0028,0303);0028;0303;CS;Longitudinal Temporal Information Modified
00280304;(0028,0304);0028;0304;UI;Referenced Color Palette Instance UID
00280A02;(0028,0A02);0028;0A02;CS;Pixel Spacing Calibration Type
00280A04;(0028,0A04);0028;0A04;LO;Pixel Spacing Calibration Description
00281040;(0028,1040);0028;1040;CS;Pixel Intensity Relationship
00281041;(0028,1041);0028;1041;SS;Pixel Intensity Relationship Sign
00281050;(0028,1050);0028;1050;DS;Window Center
00281051;(0028,1051);0028;1051;DS;Window Width
00281052;(0028,1052);0028;1052;DS;Rescale Intercept
00281053;(0028,1053);0028;1053;DS;Rescale Slope
00281054;(0028,1054);0028;1054;LO;Rescale Type
00281055;(0028,1055);0028;1055;LO;Window Center & Width Explanation
00281056;(0028,1056);0028;1056;CS;VOI LUT Function
00281090;(0028,1090);0028;1090;CS;Recommended Viewing Mode
00281101;(0028,1101);0028;1101;USorSS;Red Palette Color Lookup Table Descriptor
00281102;(0028,1102);0028;1102;USorSS;Green Palette Color Lookup Table Descriptor
00281103;(0028,1103);0028;1103;USorSS;Blue Palette Color Lookup Table Descriptor
00281104;(0028,1104);0028;1104;US;Alpha Palette Color Lookup Table Descriptor
00281199;(0028,1199);0028;1199;UI;Palette Color Lookup Table UID
00281201;(0028,1201);0028;1201;OW;Red Palette Color Lookup Table Data
00281202;(0028,1202);0028;1202;OW;Green Palette Color Lookup Table Data
00281203;(0028,1203);0028;1203;OW;Blue Palette Color Lookup Table Data
00281204;(0028,1204);0028;1204;OW;Alpha Palette Color Lookup Table Data
00281221;(0028,1221);0028;1221;OW;Segmented Red Palette Color Lookup Table Data
00281222;(0028,1222);0028;1222;OW;Segmented Green Palette Color Lookup Table Data
00281223;(0028,1223);0028;1223;OW;Segmented Blue Palette Color Lookup Table Data
00281224;(0028,1224);0028;1224;OW;Segmented Alpha Palette Color Lookup Table Data
00281300;(0028,1300);0028;1300;CS;Breast Implant Present
00281350;(0028,1350);0028;1350;CS;Partial View
00281351;(0028,1351);0028;1351;ST;Partial View Description
00281352;(0028,1352);0028;1352;SQ;Partial View Code Sequence
0028135A;(0028,135A);0028;135A;CS;Spatial Locations Preserved
00281401;(0028,1401);0028;1401;SQ;Data Frame Assignment Sequence
00281402;(0028,1402);0028;1402;CS;Data Path Assignment
00281403;(0028,1403);0028;1403;US;Bits Mapped to Color Lookup Table
00281404;(0028,1404);0028;1404;SQ;Blending LUT 1 Sequence
00281405;(0028,1405);0028;1405;CS;Blending LUT 1 Transfer Function
00281406;(0028,1406);0028;1406;FD;Blending Weight Constant
00281407;(0028,1407);0028;1407;US;Blending Lookup Table Descriptor
00281408;(0028,1408);0028;1408;OW;Blending Lookup Table Data
0028140B;(0028,140B);0028;140B;SQ;Enhanced Palette Color Lookup Table Sequence
0028140C;(0028,140C);0028;140C;SQ;Blending LUT 2 Sequence
0028140D;(0028,140D);0028;140D;CS;Blending LUT 2 Transfer Function
0028140E;(0028,140E);0028;140E;CS;Data Path ID
0028140F;(0028,140F);0028;140F;CS;RGB LUT Transfer Function
00281410;(0028,1410);0028;1410;CS;Alpha LUT Transfer Function
00282000;(0028,2000);0028;2000;OB;ICC Profile
00282002;(0028,2002);0028;2002;CS;Color Space
00282110;(0028,2110);0028;2110;CS;Lossy Image Compression
00282112;(0028,2112);0028;2112;DS;Lossy Image Compression Ratio
00282114;(0028,2114);0028;2114;CS;Lossy Image Compression Method
00283000;(0028,3000);0028;3000;SQ;Modality LUT Sequence
00283002;(0028,3002);0028;3002;USorSS;LUT Descriptor
00283003;(0028,3003);0028;3003;LO;LUT Explanation
00283004;(0028,3004);0028;3004;LO;Modality LUT Type
00283006;(0028,3006);0028;3006;USorOW;LUT Data
00283010;(0028,3010);0028;3010;SQ;VOI LUT Sequence
00283110;(0028,3110);0028;3110;SQ;Softcopy VOI LUT Sequence
00286010;(0028,6010);0028;6010;US;Representative Frame Number
00286020;(0028,6020);0028;6020;US;Frame Numbers of Interest (FOI)
00286022;(0028,6022);0028;6022;LO;Frame of Interest Description
00286023;(0028,6023);0028;6023;CS;Frame of Interest Type
00286040;(0028,6040);0028;6040;US;R Wave Pointer
00286100;(0028,6100);0028;6100;SQ;Mask Subtraction Sequence
00286101;(0028,6101);0028;6101;CS;Mask Operation
00286102;(0028,6102);0028;6102;US;Applicable Frame Range
00286110;(0028,6110);0028;6110;US;Mask Frame Numbers
00286112;(0028,6112);0028;6112;US;Contrast Frame Averaging
00286114;(0028,6114);0028;6114;FL;Mask Sub-pixel Shift
00286120;(0028,6120);0028;6120;SS;TID Offset
00286190;(0028,6190);0028;6190;ST;Mask Operation Explanation
00287000;(0028,7000);0028;7000;SQ;Equipment Administrator Sequence
00287001;(0028,7001);0028;7001;US;Number of Display Subsystems
00287002;(0028,7002);0028;7002;US;Current Configuration ID
00287003;(0028,7003);0028;7003;US;Display Subsystem ID
00287004;(0028,7004);0028;7004;SH;Display Subsystem Name
00287005;(0028,7005);0028;7005;LO;Display Subsystem Description
00287006;(0028,7006);0028;7006;CS;System Status
00287007;(0028,7007);0028;7007;LO;System Status Comment
00287008;(0028,7008);0028;7008;SQ;Target Luminance Characteristics Sequence
00287009;(0028,7009);0028;7009;US;Luminance Characteristics ID
0028700A;(0028,700A);0028;700A;SQ;Display Subsystem Configuration Sequence
0028700B;(0028,700B);0028;700B;US;Configuration ID
0028700C;(0028,700C);0028;700C;SH;Configuration Name
0028700D;(0028,700D);0028;700D;LO;Configuration Description
0028700E;(0028,700E);0028;700E;US;Referenced Target Luminance Characteristics ID
0028700F;(0028,700F);0028;700F;SQ;QA Results Sequence
00287010;(0028,7010);0028;7010;SQ;Display Subsystem QA Results Sequence
00287011;(0028,7011);0028;7011;SQ;Configuration QA Results Sequence
00287012;(0028,7012);0028;7012;SQ;Measurement Equipment Sequence
00287013;(0028,7013);0028;7013;CS;Measurement Functions
00287014;(0028,7014);0028;7014;CS;Measurement Equipment Type
00287015;(0028,7015);0028;7015;SQ;Visual Evaluation Result Sequence
00287016;(0028,7016);0028;7016;SQ;Display Calibration Result Sequence
00287017;(0028,7017);0028;7017;US;DDL Value
00287018;(0028,7018);0028;7018;FL;CIExy White Point
00287019;(0028,7019);0028;7019;CS;Display Function Type
